pair_ID	relatedness_score	entailment_judgment
5245	3.41673	NEUTRAL
5250	1.63792	NEUTRAL
5252	1.51328	NEUTRAL
5255	4.73761	ENTAILMENT
5257	4.67904	ENTAILMENT
5259	4.1173	ENTAILMENT
5265	3.35667	CONTRADICTION
5266	4.56857	ENTAILMENT
5268	4.32614	ENTAILMENT
5270	3.28424	NEUTRAL
5271	3.20594	CONTRADICTION
5272	4.20632	ENTAILMENT
5273	4.59082	ENTAILMENT
5274	3.93258	CONTRADICTION
5275	4.7185	ENTAILMENT
5279	4.77613	ENTAILMENT
5280	3.48475	CONTRADICTION
5281	4.40727	ENTAILMENT
5283	3.73954	CONTRADICTION
5284	4.79636	ENTAILMENT
5285	4.09588	CONTRADICTION
5286	4.63314	ENTAILMENT
5287	3.68188	CONTRADICTION
5289	3.23233	CONTRADICTION
5290	4.60763	ENTAILMENT
5292	3.66092	NEUTRAL
5293	4.55751	ENTAILMENT
5295	1.10712	NEUTRAL
5297	1.0871	NEUTRAL
5299	1.06549	NEUTRAL
5300	4.35651	ENTAILMENT
5301	3.62477	CONTRADICTION
5302	4.55878	ENTAILMENT
5305	4.01856	CONTRADICTION
5307	3.31301	CONTRADICTION
5308	4.65373	ENTAILMENT
5309	4.7464	ENTAILMENT
5312	4.24597	NEUTRAL
5315	4.60155	ENTAILMENT
5316	3.43166	NEUTRAL
5320	4.47028	ENTAILMENT
5322	4.24897	ENTAILMENT
5323	2.17854	NEUTRAL
5326	3.61841	NEUTRAL
5328	3.8105	NEUTRAL
5330	3.55079	CONTRADICTION
5331	3.92766	ENTAILMENT
5332	3.64965	CONTRADICTION
5336	4.15396	ENTAILMENT
5337	3.88512	CONTRADICTION
5339	3.67146	CONTRADICTION
5343	3.06657	NEUTRAL
5344	3.30347	NEUTRAL
5353	4.32495	ENTAILMENT
5354	4.84772	ENTAILMENT
5355	4.39429	CONTRADICTION
5360	4.87406	ENTAILMENT
5364	3.75783	CONTRADICTION
5365	4.77102	ENTAILMENT
5366	3.84445	CONTRADICTION
5367	1.12546	NEUTRAL
5368	1.23775	NEUTRAL
5371	1.16445	NEUTRAL
5375	4.07881	CONTRADICTION
5381	4.6246	ENTAILMENT
5382	4.10317	CONTRADICTION
5386	2.85741	NEUTRAL
5388	2.6277	NEUTRAL
5390	4.53247	ENTAILMENT
5392	4.5854	ENTAILMENT
5394	4.22639	ENTAILMENT
5396	4.32329	ENTAILMENT
5400	4.08045	CONTRADICTION
5402	3.45031	CONTRADICTION
5403	3.11381	NEUTRAL
5408	3.91292	ENTAILMENT
5410	4.71035	ENTAILMENT
5412	4.11829	NEUTRAL
5413	2.68698	NEUTRAL
5416	4.0285	NEUTRAL
5417	4.75717	ENTAILMENT
5418	4.32144	NEUTRAL
5421	1.0637	NEUTRAL
5422	1.13911	NEUTRAL
5424	1.17301	NEUTRAL
5425	1.075	NEUTRAL
5428	4.77348	ENTAILMENT
5430	4.52587	ENTAILMENT
5431	3.59806	CONTRADICTION
5433	3.25359	CONTRADICTION
5438	3.98462	CONTRADICTION
5441	3.01793	ENTAILMENT
5442	3.53935	NEUTRAL
5444	4.78418	ENTAILMENT
5445	3.29742	CONTRADICTION
5448	4.78359	ENTAILMENT
5450	4.82435	ENTAILMENT
5451	3.17657	CONTRADICTION
5452	4.64539	ENTAILMENT
5453	3.81038	NEUTRAL
5465	3.78457	CONTRADICTION
5469	3.16387	CONTRADICTION
5470	4.54776	ENTAILMENT
5472	3.91363	CONTRADICTION
5473	4.70184	ENTAILMENT
5475	1.27646	NEUTRAL
5479	1.14728	NEUTRAL
5481	4.36728	CONTRADICTION
5482	4.78525	ENTAILMENT
5484	4.34847	ENTAILMENT
5485	4.75477	ENTAILMENT
5486	3.28992	NEUTRAL
5488	3.78046	NEUTRAL
5490	3.20679	CONTRADICTION
5493	3.3445	NEUTRAL
5494	2.33385	NEUTRAL
5499	3.73095	NEUTRAL
5506	1.12391	NEUTRAL
5508	3.94211	CONTRADICTION
5509	4.16462	NEUTRAL
5511	4.358	ENTAILMENT
5515	3.09725	NEUTRAL
5516	4.09061	ENTAILMENT
5517	3.58028	CONTRADICTION
5519	4.47519	CONTRADICTION
5524	2.62495	NEUTRAL
5527	4.65791	ENTAILMENT
5528	3.28367	CONTRADICTION
5529	4.04499	NEUTRAL
5536	4.02076	ENTAILMENT
5539	2.88132	NEUTRAL
5541	2.35945	CONTRADICTION
5542	3.62088	ENTAILMENT
5543	4.76157	ENTAILMENT
5544	3.43593	CONTRADICTION
5547	1.17314	NEUTRAL
5550	1.15954	NEUTRAL
5551	1.15373	NEUTRAL
5557	1.27186	NEUTRAL
5559	1.1051	NEUTRAL
5562	3.84557	CONTRADICTION
5564	3.93726	NEUTRAL
5566	3.09217	NEUTRAL
5567	4.29527	NEUTRAL
5570	4.58117	ENTAILMENT
5571	4.02195	CONTRADICTION
5572	4.6743	ENTAILMENT
5573	3.89643	NEUTRAL
5574	3.09819	NEUTRAL
5576	3.22757	ENTAILMENT
5577	2.25713	CONTRADICTION
5578	2.88945	NEUTRAL
5579	4.61265	ENTAILMENT
5581	4.56326	ENTAILMENT
5583	3.79121	NEUTRAL
5585	2.9871	NEUTRAL
5589	4.22998	NEUTRAL
5590	4.68096	ENTAILMENT
5592	4.0623	ENTAILMENT
5594	4.63783	ENTAILMENT
5596	4.44506	ENTAILMENT
5597	4.31802	ENTAILMENT
5598	3.75995	CONTRADICTION
5599	4.47976	ENTAILMENT
5600	3.54999	CONTRADICTION
5601	2.06301	NEUTRAL
5605	2.63682	NEUTRAL
5606	4.02433	ENTAILMENT
5611	1.1803	NEUTRAL
5616	3.39428	CONTRADICTION
5622	3.38313	CONTRADICTION
5625	4.13589	ENTAILMENT
5626	4.5742	ENTAILMENT
5628	3.79277	NEUTRAL
5629	2.64059	CONTRADICTION
5630	3.77932	NEUTRAL
5631	3.90582	NEUTRAL
5635	4.74401	ENTAILMENT
5636	4.04703	CONTRADICTION
5638	3.54798	NEUTRAL
5639	4.4834	ENTAILMENT
5644	4.74066	ENTAILMENT
5648	4.67405	NEUTRAL
5649	3.53381	NEUTRAL
5650	4.5463	NEUTRAL
5652	3.82675	CONTRADICTION
5654	3.72726	CONTRADICTION
5655	1.44111	NEUTRAL
5658	1.48612	NEUTRAL
5660	4.44926	NEUTRAL
5661	4.65937	NEUTRAL
5662	4.67592	ENTAILMENT
5665	2.93424	NEUTRAL
5666	2.97049	NEUTRAL
5667	4.05844	NEUTRAL
5669	4.74302	ENTAILMENT
5670	3.1638	NEUTRAL
5672	4.65793	ENTAILMENT
5673	4.6045	ENTAILMENT
5674	4.55044	ENTAILMENT
5681	3.73281	CONTRADICTION
5682	4.48221	ENTAILMENT
5684	3.9246	ENTAILMENT
5685	2.47859	NEUTRAL
5686	4.30156	NEUTRAL
5688	3.6478	CONTRADICTION
5689	4.54848	ENTAILMENT
5690	3.45618	CONTRADICTION
5692	1.31013	NEUTRAL
5699	3.57944	CONTRADICTION
5700	4.03715	NEUTRAL
5702	4.76155	ENTAILMENT
5703	3.56481	CONTRADICTION
5704	4.69207	ENTAILMENT
5705	4.55504	ENTAILMENT
5707	4.50196	ENTAILMENT
5708	3.97979	CONTRADICTION
5709	4.26319	ENTAILMENT
5711	4.55248	ENTAILMENT
5713	4.56396	ENTAILMENT
5714	4.68097	ENTAILMENT
5715	3.61597	CONTRADICTION
5716	4.58036	ENTAILMENT
5719	2.96322	NEUTRAL
5720	4.54734	NEUTRAL
5721	3.51493	NEUTRAL
5723	4.47785	ENTAILMENT
5724	3.62461	CONTRADICTION
5726	3.91663	CONTRADICTION
5727	4.843	ENTAILMENT
5729	4.48841	ENTAILMENT
5730	3.42731	CONTRADICTION
5731	4.87845	ENTAILMENT
5734	4.76021	ENTAILMENT
5735	2.77796	NEUTRAL
5738	1.17297	NEUTRAL
5743	4.34214	ENTAILMENT
5746	1.68101	NEUTRAL
5748	1.8082	NEUTRAL
5754	1.57647	NEUTRAL
5757	1.27938	NEUTRAL
5759	3.69651	NEUTRAL
5760	3.2284	NEUTRAL
5763	3.53797	NEUTRAL
5766	1.91207	NEUTRAL
5767	1.14129	NEUTRAL
5769	1.30288	NEUTRAL
5771	3.46041	CONTRADICTION
5774	4.08846	NEUTRAL
5775	3.0166	CONTRADICTION
5778	4.26312	ENTAILMENT
5780	4.00259	NEUTRAL
5782	4.37996	ENTAILMENT
5783	1.19949	NEUTRAL
5784	1.1799	NEUTRAL
5785	1.32981	NEUTRAL
5786	1.38293	NEUTRAL
5789	3.48247	CONTRADICTION
5790	4.54185	ENTAILMENT
5793	3.50712	NEUTRAL
5795	3.25839	CONTRADICTION
5796	4.68748	ENTAILMENT
5798	2.86201	CONTRADICTION
5800	3.91555	CONTRADICTION
5802	2.2992	CONTRADICTION
5803	2.19004	NEUTRAL
5804	2.11727	NEUTRAL
5805	2.25755	NEUTRAL
5807	3.78876	NEUTRAL
5808	4.70503	ENTAILMENT
5809	4.37445	ENTAILMENT
5814	1.24148	NEUTRAL
5817	4.50505	ENTAILMENT
5818	3.71821	CONTRADICTION
5827	3.69519	CONTRADICTION
5830	4.26463	NEUTRAL
5831	4.4344	ENTAILMENT
5832	3.61735	NEUTRAL
5833	4.49384	ENTAILMENT
5837	2.38948	NEUTRAL
5838	1.4444	NEUTRAL
5840	1.31132	NEUTRAL
5843	3.86289	NEUTRAL
5844	4.68967	ENTAILMENT
5849	3.74607	NEUTRAL
5854	4.22728	CONTRADICTION
5856	3.60689	CONTRADICTION
5858	4.26763	NEUTRAL
5862	4.50755	ENTAILMENT
5863	3.75894	NEUTRAL
5866	4.18086	NEUTRAL
5868	4.36741	NEUTRAL
5869	4.58095	ENTAILMENT
5870	4.48419	CONTRADICTION
5871	4.83082	ENTAILMENT
5873	4.34206	ENTAILMENT
5877	4.491	ENTAILMENT
5878	4.24922	ENTAILMENT
5880	4.67509	ENTAILMENT
5881	3.488	NEUTRAL
5884	4.32012	ENTAILMENT
5888	3.32415	NEUTRAL
5889	4.89943	ENTAILMENT
5891	1.17734	NEUTRAL
5892	1.39492	NEUTRAL
5893	1.2447	NEUTRAL
5896	4.48615	ENTAILMENT
5897	3.98989	NEUTRAL
5903	3.65246	NEUTRAL
5908	3.93229	CONTRADICTION
5910	2.25649	NEUTRAL
5912	2.39361	NEUTRAL
5913	2.88219	NEUTRAL
5915	3.01082	ENTAILMENT
5916	4.33811	ENTAILMENT
5917	3.94615	CONTRADICTION
5921	1.08125	NEUTRAL
5925	4.53592	ENTAILMENT
5926	3.98437	ENTAILMENT
5927	1.88242	NEUTRAL
5929	2.73508	NEUTRAL
5932	4.49665	ENTAILMENT
5933	2.57597	NEUTRAL
5934	4.32415	ENTAILMENT
5935	4.38915	CONTRADICTION
5939	2.18668	NEUTRAL
5940	4.26379	ENTAILMENT
5942	3.45358	CONTRADICTION
5945	4.21792	ENTAILMENT
5946	3.65245	NEUTRAL
5949	2.94162	NEUTRAL
5950	2.4241	NEUTRAL
5951	2.74606	NEUTRAL
5953	3.41308	CONTRADICTION
5954	4.71981	ENTAILMENT
5957	3.22892	NEUTRAL
5958	3.62122	ENTAILMENT
5959	2.3822	NEUTRAL
5961	4.51288	ENTAILMENT
5962	2.40919	NEUTRAL
5963	3.45081	NEUTRAL
5967	1.30266	NEUTRAL
5969	2.54029	NEUTRAL
5971	1.23368	NEUTRAL
5972	4.58333	ENTAILMENT
5973	4.53436	ENTAILMENT
5974	3.42024	NEUTRAL
5980	3.75464	ENTAILMENT
5981	2.88199	NEUTRAL
5984	4.20842	CONTRADICTION
5985	4.79918	ENTAILMENT
5993	3.58656	NEUTRAL
5994	4.5317	ENTAILMENT
5995	3.48395	CONTRADICTION
5997	4.56465	NEUTRAL
5998	3.92796	NEUTRAL
5999	3.96385	NEUTRAL
6002	3.99681	NEUTRAL
6003	4.48033	NEUTRAL
6004	3.9956	CONTRADICTION
6008	3.45797	NEUTRAL
6009	2.67602	NEUTRAL
6010	3.11754	NEUTRAL
6011	2.38222	NEUTRAL
6012	3.67541	NEUTRAL
6013	3.0305	NEUTRAL
6016	3.83816	NEUTRAL
6018	2.959	ENTAILMENT
6019	4.04888	NEUTRAL
6021	4.39836	NEUTRAL
6023	3.63863	NEUTRAL
6024	4.13939	NEUTRAL
6025	4.57204	ENTAILMENT
6026	3.82371	CONTRADICTION
6031	3.92945	NEUTRAL
6033	3.35154	NEUTRAL
6034	4.7354	CONTRADICTION
6036	4.76154	ENTAILMENT
6039	3.34394	NEUTRAL
6040	2.85308	NEUTRAL
6043	2.89139	NEUTRAL
6046	3.63441	NEUTRAL
6048	3.53518	NEUTRAL
6049	2.14725	NEUTRAL
6055	4.24918	CONTRADICTION
6057	4.24446	CONTRADICTION
6058	2.63534	NEUTRAL
6059	1.9449	NEUTRAL
6062	2.11425	NEUTRAL
6063	4.27934	ENTAILMENT
6064	3.89199	CONTRADICTION
6066	4.43443	ENTAILMENT
6067	3.91351	NEUTRAL
6069	2.97847	NEUTRAL
6070	3.4673	NEUTRAL
6071	3.01872	NEUTRAL
6073	3.19166	NEUTRAL
6074	4.72393	ENTAILMENT
6076	4.67571	ENTAILMENT
6079	3.1505	CONTRADICTION
6081	3.22529	NEUTRAL
6087	4.54311	NEUTRAL
6089	4.56455	NEUTRAL
6090	3.65069	NEUTRAL
6091	4.49498	NEUTRAL
6094	4.64312	ENTAILMENT
6097	3.69725	NEUTRAL
6100	4.23236	ENTAILMENT
6102	3.8998	NEUTRAL
6107	2.75451	NEUTRAL
6110	3.1106	NEUTRAL
6111	2.47348	NEUTRAL
6113	3.19047	NEUTRAL
6114	3.86992	NEUTRAL
6115	4.15207	CONTRADICTION
6116	4.22821	NEUTRAL
6118	4.28665	NEUTRAL
6121	3.56934	NEUTRAL
6124	3.2795	CONTRADICTION
6125	4.55378	NEUTRAL
6126	4.10373	NEUTRAL
6129	4.19473	NEUTRAL
6130	3.20469	NEUTRAL
6132	4.66329	ENTAILMENT
6134	3.76234	NEUTRAL
6138	3.20617	NEUTRAL
6139	3.39732	NEUTRAL
6140	1.59796	NEUTRAL
6141	3.1288	NEUTRAL
6142	3.18772	NEUTRAL
6143	4.34838	ENTAILMENT
6148	3.07433	NEUTRAL
6149	3.25014	ENTAILMENT
6151	3.38455	ENTAILMENT
6156	1.50157	NEUTRAL
6162	3.11318	NEUTRAL
6163	4.76023	ENTAILMENT
6165	4.36385	ENTAILMENT
6166	3.15676	CONTRADICTION
6167	4.40651	NEUTRAL
6168	3.67765	NEUTRAL
6172	4.55616	ENTAILMENT
6173	4.83679	ENTAILMENT
6177	2.70636	NEUTRAL
6181	3.79141	ENTAILMENT
6182	3.05388	NEUTRAL
6184	4.08574	NEUTRAL
6189	3.31509	NEUTRAL
6190	3.05106	NEUTRAL
6192	4.65324	ENTAILMENT
6196	2.27771	NEUTRAL
6201	4.05748	ENTAILMENT
6204	4.53236	ENTAILMENT
6207	2.5696	NEUTRAL
6210	3.08623	NEUTRAL
6216	4.19491	ENTAILMENT
6217	3.32039	CONTRADICTION
6220	4.23201	ENTAILMENT
6221	4.61024	ENTAILMENT
6222	4.22043	CONTRADICTION
6223	4.38274	ENTAILMENT
6226	3.42574	CONTRADICTION
6227	3.76744	NEUTRAL
6229	3.71745	NEUTRAL
6230	4.78725	ENTAILMENT
6235	3.60765	NEUTRAL
6237	2.39136	NEUTRAL
6238	3.82811	NEUTRAL
6240	2.72096	NEUTRAL
6244	2.85654	NEUTRAL
6245	3.40914	NEUTRAL
6247	2.6547	NEUTRAL
6251	3.88062	CONTRADICTION
6252	3.8917	ENTAILMENT
6254	3.60613	NEUTRAL
6255	3.76361	ENTAILMENT
6256	4.31955	ENTAILMENT
6257	3.04398	CONTRADICTION
6260	4.13108	CONTRADICTION
6261	4.70444	ENTAILMENT
6262	3.59447	NEUTRAL
6264	3.56133	NEUTRAL
6265	4.50811	ENTAILMENT
6268	4.5719	ENTAILMENT
6269	3.08935	CONTRADICTION
6270	4.61564	ENTAILMENT
6271	4.2991	NEUTRAL
6273	3.1077	NEUTRAL
6274	3.31622	NEUTRAL
6275	2.73948	NEUTRAL
6276	3.055	NEUTRAL
6277	4.52454	ENTAILMENT
6279	4.5619	CONTRADICTION
6281	4.10709	CONTRADICTION
6282	4.47567	ENTAILMENT
6283	3.59679	CONTRADICTION
6284	4.18637	ENTAILMENT
6285	3.62964	CONTRADICTION
6289	3.94825	CONTRADICTION
6294	3.95173	NEUTRAL
6296	3.84246	NEUTRAL
6298	3.24057	NEUTRAL
6303	3.09879	NEUTRAL
6304	2.2502	NEUTRAL
6312	3.04853	NEUTRAL
6314	2.72117	NEUTRAL
6320	2.45388	NEUTRAL
6322	2.11947	NEUTRAL
6323	3.2128	NEUTRAL
6324	4.74418	ENTAILMENT
6325	3.68662	CONTRADICTION
6328	4.16121	NEUTRAL
6329	3.82829	NEUTRAL
6331	3.82132	NEUTRAL
6332	3.00517	NEUTRAL
6339	4.38651	CONTRADICTION
6340	4.15327	ENTAILMENT
6341	4.12912	NEUTRAL
6343	3.46946	CONTRADICTION
6351	3.01006	NEUTRAL
6352	4.35304	NEUTRAL
6354	3.78355	NEUTRAL
6355	4.46432	ENTAILMENT
6356	3.85851	NEUTRAL
6361	4.34313	NEUTRAL
6364	4.7287	ENTAILMENT
6365	4.65246	ENTAILMENT
6367	3.5636	CONTRADICTION
6369	3.9289	NEUTRAL
6371	3.46157	ENTAILMENT
6374	3.40361	NEUTRAL
6376	2.66256	NEUTRAL
6378	3.69554	CONTRADICTION
6379	3.71736	NEUTRAL
6380	3.48153	NEUTRAL
6383	3.65673	NEUTRAL
6384	3.50447	NEUTRAL
6388	4.58177	ENTAILMENT
6389	3.89011	CONTRADICTION
6391	2.06855	NEUTRAL
6393	2.77653	NEUTRAL
6398	4.87873	ENTAILMENT
6399	4.13119	NEUTRAL
6400	4.31747	ENTAILMENT
6401	4.13962	NEUTRAL
6403	4.15515	NEUTRAL
6406	3.22885	NEUTRAL
6408	3.76909	ENTAILMENT
6409	2.73205	NEUTRAL
6410	2.61609	NEUTRAL
6413	2.27864	NEUTRAL
6414	2.09239	NEUTRAL
6415	4.7707	ENTAILMENT
6416	3.75347	CONTRADICTION
6418	4.05906	NEUTRAL
6422	2.78359	NEUTRAL
6425	2.92334	NEUTRAL
6427	3.98832	CONTRADICTION
6428	4.63358	ENTAILMENT
6430	3.41686	ENTAILMENT
6431	3.94794	NEUTRAL
6433	3.13011	NEUTRAL
6435	2.68913	NEUTRAL
6436	3.57561	NEUTRAL
6437	4.64508	ENTAILMENT
6438	3.56954	CONTRADICTION
6439	4.57631	ENTAILMENT
6440	3.83184	NEUTRAL
6441	3.79049	NEUTRAL
6442	2.89994	NEUTRAL
6445	4.0174	NEUTRAL
6446	4.6781	ENTAILMENT
6449	3.26391	NEUTRAL
6451	3.78795	NEUTRAL
6453	3.80728	NEUTRAL
6455	1.74667	CONTRADICTION
6456	3.88765	NEUTRAL
6457	4.59384	ENTAILMENT
6459	4.82147	ENTAILMENT
6461	4.41058	ENTAILMENT
6462	3.46349	NEUTRAL
6464	3.03331	NEUTRAL
6465	3.72113	NEUTRAL
6466	2.33461	NEUTRAL
6472	3.87611	NEUTRAL
6473	3.01279	NEUTRAL
6474	3.62183	NEUTRAL
6475	2.97571	NEUTRAL
6476	3.77475	ENTAILMENT
6479	4.66434	ENTAILMENT
6481	4.27202	ENTAILMENT
6483	4.32256	NEUTRAL
6484	2.88038	CONTRADICTION
6485	4.24737	NEUTRAL
6486	4.77111	ENTAILMENT
6487	3.76399	NEUTRAL
6490	2.03755	NEUTRAL
6492	2.08115	NEUTRAL
6493	2.13917	NEUTRAL
6494	1.94249	NEUTRAL
6498	4.18541	ENTAILMENT
6501	2.84688	ENTAILMENT
6502	2.34507	ENTAILMENT
6503	3.82135	ENTAILMENT
6504	2.34386	CONTRADICTION
6505	2.8743	ENTAILMENT
6507	4.2421	CONTRADICTION
6509	4.24966	CONTRADICTION
6512	3.90265	NEUTRAL
6515	3.97007	NEUTRAL
6516	4.16445	CONTRADICTION
6518	4.52828	ENTAILMENT
6519	3.82133	CONTRADICTION
6520	1.9055	NEUTRAL
6522	3.16761	NEUTRAL
6523	2.57814	NEUTRAL
6524	3.24018	NEUTRAL
6525	2.46464	NEUTRAL
6526	4.49911	ENTAILMENT
6528	4.28762	ENTAILMENT
6530	3.54338	ENTAILMENT
6533	3.51956	NEUTRAL
6534	3.8443	NEUTRAL
6537	4.79399	ENTAILMENT
6538	3.39889	CONTRADICTION
6541	4.64323	ENTAILMENT
6542	3.10207	CONTRADICTION
6547	3.70146	CONTRADICTION
6551	2.79075	NEUTRAL
6553	3.2536	CONTRADICTION
6556	3.50304	NEUTRAL
6560	3.68224	NEUTRAL
6561	2.96973	NEUTRAL
6562	2.44973	NEUTRAL
6564	4.67447	ENTAILMENT
6570	1.98455	NEUTRAL
6571	2.5092	NEUTRAL
6573	2.61405	NEUTRAL
6574	2.27113	NEUTRAL
6581	4.53133	NEUTRAL
6583	4.29691	NEUTRAL
6585	2.79479	NEUTRAL
6586	4.68273	ENTAILMENT
6587	4.65752	ENTAILMENT
6594	3.18137	NEUTRAL
6596	3.38992	CONTRADICTION
6601	3.45671	NEUTRAL
6602	4.45304	ENTAILMENT
6608	4.09174	NEUTRAL
6609	2.95338	NEUTRAL
6611	4.50273	ENTAILMENT
6612	3.5153	CONTRADICTION
6613	4.63799	ENTAILMENT
6616	3.00544	NEUTRAL
6621	3.6291	CONTRADICTION
6622	4.22241	ENTAILMENT
6623	4.00589	CONTRADICTION
6624	1.95459	NEUTRAL
6627	1.58008	NEUTRAL
6628	2.06886	NEUTRAL
6629	4.60465	ENTAILMENT
6630	3.84451	CONTRADICTION
6633	3.10221	NEUTRAL
6636	3.84744	NEUTRAL
6637	3.13143	NEUTRAL
6639	3.81339	NEUTRAL
6641	4.09028	CONTRADICTION
6642	4.22291	NEUTRAL
6643	4.67596	ENTAILMENT
6645	3.53801	NEUTRAL
6650	3.73669	ENTAILMENT
6651	4.48273	ENTAILMENT
6652	4.47963	ENTAILMENT
6653	3.99594	NEUTRAL
6654	1.9352	NEUTRAL
6655	2.08526	NEUTRAL
6660	4.69161	ENTAILMENT
6661	3.47771	CONTRADICTION
6662	4.53791	ENTAILMENT
6663	3.54647	NEUTRAL
6666	1.95908	NEUTRAL
6667	1.77883	NEUTRAL
6668	1.99246	NEUTRAL
6672	3.91881	CONTRADICTION
6676	3.06803	NEUTRAL
6677	3.03997	NEUTRAL
6679	4.53229	NEUTRAL
6680	4.71303	ENTAILMENT
6681	3.99816	CONTRADICTION
6682	3.93152	NEUTRAL
6685	3.82135	NEUTRAL
6686	3.91867	NEUTRAL
6689	3.85826	NEUTRAL
6690	2.55335	NEUTRAL
6691	3.6764	NEUTRAL
6693	3.87871	ENTAILMENT
6699	3.85124	CONTRADICTION
6702	3.81574	NEUTRAL
6703	3.43708	NEUTRAL
6704	3.64026	NEUTRAL
6706	3.76766	NEUTRAL
6707	4.49544	ENTAILMENT
6708	3.15568	CONTRADICTION
6710	2.29407	NEUTRAL
6712	2.8914	NEUTRAL
6713	2.81164	NEUTRAL
6716	4.52165	ENTAILMENT
6718	2.85142	NEUTRAL
6719	4.41706	ENTAILMENT
6722	4.63304	NEUTRAL
6724	4.61555	ENTAILMENT
6726	3.77945	CONTRADICTION
6727	3.6596	ENTAILMENT
6730	3.82068	NEUTRAL
6732	2.70691	CONTRADICTION
6734	4.55301	ENTAILMENT
6737	3.74451	CONTRADICTION
6739	3.28599	NEUTRAL
6741	2.96941	NEUTRAL
6743	2.56635	NEUTRAL
6744	3.2994	NEUTRAL
6749	4.41263	NEUTRAL
6751	4.12556	NEUTRAL
6753	4.41391	NEUTRAL
6755	3.80268	CONTRADICTION
6759	2.00129	NEUTRAL
6763	4.5264	ENTAILMENT
6767	3.80012	CONTRADICTION
6774	4.83568	ENTAILMENT
6776	4.54953	ENTAILMENT
6779	2.53778	NEUTRAL
6780	3.07687	NEUTRAL
6782	2.96594	NEUTRAL
6783	4.64576	ENTAILMENT
6785	4.72845	ENTAILMENT
6786	3.42292	CONTRADICTION
6787	4.33207	NEUTRAL
6788	2.11055	NEUTRAL
6790	2.38198	NEUTRAL
6792	4.37595	ENTAILMENT
6793	4.28357	ENTAILMENT
6794	4.58662	ENTAILMENT
6795	4.45585	ENTAILMENT
6796	2.88732	NEUTRAL
6797	2.31668	NEUTRAL
6798	2.93957	NEUTRAL
6801	4.72817	ENTAILMENT
6803	3.75716	ENTAILMENT
6806	3.80393	NEUTRAL
6807	2.36215	NEUTRAL
6808	2.75077	NEUTRAL
6809	2.438	NEUTRAL
6811	3.02452	NEUTRAL
6815	3.70828	CONTRADICTION
6817	3.14526	NEUTRAL
6818	4.22917	ENTAILMENT
6820	3.98331	ENTAILMENT
6821	4.54641	ENTAILMENT
6823	3.41942	NEUTRAL
6826	3.07496	NEUTRAL
6827	3.2091	CONTRADICTION
6828	3.79131	ENTAILMENT
6829	2.26439	NEUTRAL
6831	3.38677	ENTAILMENT
6832	4.67468	ENTAILMENT
6835	3.99942	CONTRADICTION
6836	3.21441	NEUTRAL
6837	2.72141	NEUTRAL
6838	3.07203	NEUTRAL
6839	2.88711	NEUTRAL
6841	4.49302	ENTAILMENT
6842	3.66632	NEUTRAL
6844	4.38148	ENTAILMENT
6846	2.8683	NEUTRAL
6848	2.20099	NEUTRAL
6850	1.92677	NEUTRAL
6852	4.77281	ENTAILMENT
6853	4.55286	ENTAILMENT
6854	4.34045	ENTAILMENT
6856	4.29479	NEUTRAL
6858	4.53259	NEUTRAL
6859	4.26246	NEUTRAL
6860	4.57469	NEUTRAL
6861	4.76705	ENTAILMENT
6864	3.48267	CONTRADICTION
6867	3.56997	ENTAILMENT
6871	4.02823	NEUTRAL
6872	4.65326	ENTAILMENT
6873	4.35609	CONTRADICTION
6874	4.23396	NEUTRAL
6876	4.20085	NEUTRAL
6878	4.1471	NEUTRAL
6881	4.50095	ENTAILMENT
6882	3.88858	NEUTRAL
6883	3.77592	NEUTRAL
6886	2.52396	NEUTRAL
6888	4.57655	ENTAILMENT
6889	3.76853	CONTRADICTION
6891	4.2131	NEUTRAL
6892	2.73741	NEUTRAL
6893	3.06271	NEUTRAL
6895	2.59581	NEUTRAL
6898	3.46258	CONTRADICTION
6900	3.73003	CONTRADICTION
6904	2.94642	CONTRADICTION
6906	4.36805	CONTRADICTION
6908	4.57341	ENTAILMENT
6909	3.17544	CONTRADICTION
6910	3.17296	NEUTRAL
6911	3.34415	NEUTRAL
6915	4.67037	ENTAILMENT
6916	3.7672	CONTRADICTION
6917	4.57315	ENTAILMENT
6925	3.35113	NEUTRAL
6926	4.66753	ENTAILMENT
6928	4.66908	ENTAILMENT
6929	4.20008	CONTRADICTION
6930	3.19931	NEUTRAL
6933	2.59083	CONTRADICTION
6935	4.47042	ENTAILMENT
6936	2.87258	NEUTRAL
6937	3.89427	NEUTRAL
6938	4.72937	ENTAILMENT
6939	4.46354	NEUTRAL
6941	1.86751	NEUTRAL
6943	1.93234	NEUTRAL
6944	2.12213	NEUTRAL
6949	4.15182	NEUTRAL
6951	3.55402	NEUTRAL
6952	2.54453	NEUTRAL
6953	2.72304	NEUTRAL
6954	2.84513	NEUTRAL
6956	3.08588	NEUTRAL
6959	4.8257	ENTAILMENT
6960	3.51255	NEUTRAL
6962	2.73478	ENTAILMENT
6963	2.27322	NEUTRAL
6965	3.66062	ENTAILMENT
6967	2.72704	NEUTRAL
6972	4.1382	NEUTRAL
6973	3.48678	NEUTRAL
6976	3.22575	NEUTRAL
6977	3.26308	NEUTRAL
6984	2.30731	NEUTRAL
6985	4.06029	NEUTRAL
6986	2.97125	NEUTRAL
6988	4.57326	ENTAILMENT
6989	4.02164	NEUTRAL
